jid,lid
25730,83
36621,42
20243,367
9159,13
14117,139
24860,200
23014,65
26417,232
1916,25
4989,88
31725,13
33946,25
9601,331
5327,83
9413,280
29726,13
23843,297
32401,3
31346,367
7998,331
29916,110
25936,309
27491,268
91,363
755,343
25894,83
8497,429
28951,367
29347,367
10336,147
28,14
16898,151
2080,25
10387,112
28169,331
34110,25
5137,309
14182,133
21322,343
30518,336
23171,25
28814,254
5089,268
2700,83
9656,14
9260,14
28719,367
14385,88
32222,14
8939,373
9663,404
26924,197
18997,331
17780,367
6300,13
29390,13
29106,254
16618,110
31879,25
19297,219
18552,65
29011,367
12483,371
17643,254
35573,371
3254,268
2858,268
18171,373
31547,225
34888,268
25820,268
18767,404
25952,387
6217,136
14491,83
10313,297
11758,88
335,268
2422,88
23425,268
14485,268
19052,14
920,140
20708,25
23385,88
5451,229
4482,367
23723,83
35491,315
19889,107
351,370
16495,403
23193,268
19547,343
11864,83
4345,254
35162,32
32617,88
5556,403
2790,268
31174,343
18873,25
7357,14
9537,25
11536,402
16737,286
21154,88
30051,14
2296,110
17224,404
19896,123
25386,110
24753,197
21492,83
17034,280
23357,268
13866,357
4921,13
15289,197
5418,65
15877,367
7014,25
7019,369
18588,14
15379,90
12894,197
33119,83
32301,390
559,268
7653,133
20349,226
23649,268
35266,331
15247,321
30252,273
2019,367
36289,429
13588,12
23252,43
28317,66
21650,268
33325,309
13646,367
13250,367
4310,367
4783,25
12216,110
19127,268
11692,110
12468,331
12864,331
28896,123
33277,268
21862,309
34782,110
1787,367
14022,65
753,110
7470,25
7074,25
31043,371
30754,268
1005,331
16316,363
35710,321
3083,65
23274,367
13938,367
26522,219
23409,3
3335,286
30842,88
31238,88
2306,373
4551,25
28037,25
27641,25
15645,343
15249,343
5683,66
10633,331
1693,331
23324,80
23900,213
31046,268
34007,90
35280,363
30522,268
17628,190
23042,367
31920,243
14179,25
4843,25
7916,88
31006,88
12926,404
24627,168
11707,367
15017,343
9910,94
31973,254
20853,243
24934,96
10149,110
8120,268
35632,414
23720,403
33431,280
1065,331
244,367
25326,327
35441,65
35045,65
21721,403
36561,96
13947,25
5007,25
34664,373
3358,404
21632,331
22028,331
35784,404
11076,96
20811,367
11475,367
6081,88
23085,13
3448,297
28379,88
239,373
9284,197
33655,331
36022,168
11192,429
23102,367
14239,25
28979,268
11866,373
34768,322
34023,168
26832,370
11639,367
15371,66
3172,25
2776,25
2781,369
15808,67
26019,267
18388,197
8656,197
29277,83
33363,280
32206,367
8462,331
14408,369
15239,297
5657,268
5261,268
31424,331
25101,343
34041,343
26358,83
30207,367
12409,369
33314,14
2940,25
18284,197
15419,83
16888,268
28550,104
30979,65
3866,190
28802,325
35896,190
24031,25
23635,25
29674,254
20866,373
30544,110
27046,83
26650,83
1529,168
12568,25
12573,369
15245,88
24472,118
5909,88
2989,267
3426,268
15625,309
20537,90
36285,123
31271,65
1233,25
1238,369
29531,326
30687,14
17858,331
31614,404
23403,25
15053,268
34101,343
29679,197
26814,83
9888,14
5127,402
35748,268
6395,331
3153,267
24815,83
26284,268
24042,133
7949,65
1839,370
3678,88
35667,87
20548,225
12084,154
16217,197
36733,232
15437,207
17640,387
2131,370
8113,65
15983,151
24197,47
3388,110
31203,65
769,25
20803,343
12724,83
3784,83
19680,14
1785,83
31638,343
6165,3
17694,219
18861,96
26684,336
8217,14
13074,88
1651,268
1255,268
24345,268
26246,110
30035,343
24217,268
25805,367
28912,14
34165,88
16737,367
29696,96
30964,25
1215,88
24305,88
12882,268
19976,133
15559,331
18176,343
14738,367
27372,336
30770,159
27036,387
25668,254
16728,254
29023,3
4620,331
10165,25
2479,248
33845,268
23733,47
24509,268
2687,197
24113,268
33449,268
18338,297
25779,243
31128,25
30732,25
2155,309
19171,271
26356,254
31410,88
35983,403
13328,331
4388,331
35642,110
36418,331
33613,268
3702,3
5283,429
7062,96
1613,110
25737,367
8335,369
13973,254
1865,331
24955,331
14402,367
31702,88
13240,110
14016,331
28501,25
26660,234
17513,133
26128,373
33509,268
36522,280
36420,3
33904,43
33508,43
15382,14
14986,14
17562,25
1777,110
25156,213
8098,25
14269,373
33273,176
11113,83
6099,25
5703,25
11245,202
2802,254
21128,371
7659,328
13786,404
4846,404
22472,110
26673,65
7122,123
13784,331
28798,369
32642,309
18054,83
26666,25
17726,25
8980,268
8584,268
27937,225
21958,47
34351,331
32546,197
6245,200
20345,83
24194,367
21370,254
12034,254
36301,65
4651,286
11349,151
31634,88
35423,321
19815,268
36644,404
12143,197
26685,425
33906,65
3868,25
33281,13
24778,14
571,254
26562,25
26958,25
9272,268
15543,66
10777,110
11553,331
25309,404
31838,268
32314,197
10146,243
23962,367
770,90
23180,331
21963,367
16333,343
33969,13
4032,25
3636,25
3641,369
6313,88
20657,331
25077,404
638,321
7732,186
33194,367
18464,88
32620,280
34362,65
2097,168
36796,370
1412,65
18668,268
3800,25
7339,83
17748,268
98,168
23248,219
24495,25
14937,390
18426,331
8314,110
31359,367
34755,117
34466,14
21895,367
13032,25
1912,14
1516,14
4097,369
4245,267
20717,331
19308,197
28248,197
19896,367
6864,325
22271,65
16041,268
30141,151
27336,88
6577,268
9194,280
9254,331
31127,367
30731,367
13720,25
25337,88
10748,14
11204,65
6479,110
36231,318
5945,176
10427,373
16735,83
9158,219
15815,83
19268,367
11197,25
10801,25
31274,13
22771,14
5314,309
16838,181
27628,88
9548,404
31518,373
21499,343
31711,14
36430,154
14212,83
13816,83
32448,280
7805,367
13488,25
19527,254
25105,88
18842,151
36772,268
7419,331
7023,331
10719,373
29292,367
23662,343
11489,25
31607,14
23164,66
1629,25
33659,25
4306,88
373,133
5082,309
34055,25
9316,404
15973,268
17433,367
21473,219
31660,25
3083,309
16935,90
4510,268
4114,268
27600,268
36540,268
25607,83
6629,3
28664,367
20593,25
8681,14
17296,254
11014,267
14710,309
5188,331
3878,176
7964,373
14272,83
31775,133
16456,213
31824,25
2075,88
34501,88
76,88
23166,88
20361,25
19965,25
32164,66
7969,343
25369,268
31059,343
6162,136
9422,25
32517,369
2763,88
2239,88
11955,309
29899,132
13906,268
21664,113
2577,83
3105,202
29120,367
240,88
20257,25
6957,3
22934,88
11511,268
18605,133
7865,343
36502,110
9141,133
26634,249
32231,133
32608,83
23144,83
444,268
23534,268
5249,152
28828,343
16099,110
15658,367
7631,297
18765,14
15793,3
32958,88
15160,90
29757,25
18048,373
17652,373
18089,374
15711,378
16719,168
36225,367
15846,14
21099,88
17078,286
9239,267
340,268
2637,110
16773,404
17169,404
25727,110
14054,115
4967,65
28057,65
4342,13
6563,25
30049,25
300,88
20907,268
19061,133
11443,268
36517,367
24318,326
35801,197
9840,268
504,268
32930,268
2009,110
5944,168
5608,219
24658,367
24134,367
9742,83
802,83
8088,118
16302,14
1142,151
10132,268
12697,90
36816,3
1730,321
28445,123
272,268
35315,280
14743,286
24426,367
15959,25
9018,402
30699,268
21235,268
17193,343
33662,136
12239,336
12963,367
4496,25
23854,326
31435,309
21323,88
28422,297
7907,83
35479,280
22540,429
23938,404
30467,268
8872,176
3335,343
30071,268
31339,197
31485,22
35222,65
5184,25
11223,254
7861,88
7465,88
25758,65
12434,403
16859,66
33521,254
27750,25
10730,321
1790,321
8199,83
9668,268
18608,268
14962,343
24981,373
7279,83
17441,421
10732,367
1792,367
2661,25
14235,14
189,367
3499,343
20739,13
33146,3
8543,243
22755,367
14288,25
2376,14
10595,254
14728,297
34081,254
26390,133
18900,268
19772,197
35429,112
16907,83
2081,96
20360,367
9807,403
16336,267
343,403
10510,331
32769,403
2197,429
31591,367
14580,25
12004,14
34698,14
14056,25
11186,321
27963,267
17595,83
19064,268
34028,219
10662,321
26061,200
11661,25
145,14
34751,25
23235,14
31850,254
20422,90
28092,88
12684,123
24654,112
8473,197
20369,429
30135,13
32151,367
12168,14
28296,268
20290,321
26699,83
26303,83
6666,367
7404,104
20816,367
11953,25
17307,151
28198,110
34519,25
18293,367
23976,25
33752,297
33356,297
17511,331
28994,202
23056,25
17569,309
29145,371
20334,219
1724,343
9729,65
12270,267
3371,268
29818,90
6048,331
2410,267
16997,268
18585,367
7217,254
6821,254
33213,369
9121,367
33080,25
2935,88
21168,14
22004,286
8339,331
16062,367
7122,367
26363,83
26759,83
21349,25
27784,254
4348,371
18833,65
35225,200
5168,110
26518,371
9512,373
18749,367
9886,25
32976,25
10326,297
8633,404
23954,370
31860,113
17727,90
12524,133
17047,331
6494,367
5085,233
23318,159
1100,88
1876,309
27156,254
29980,367
12330,267
12371,268
31289,297
35461,268
19864,404
11806,267
3303,268
15502,309
1061,133
4891,367
7998,14
9654,25
12727,88
9021,112
3391,88
30168,14
33580,297
35817,88
20352,343
16518,367
5434,13
27604,13
20885,25
12931,268
27848,373
3199,268
13407,197
17290,65
3101,110
4273,331
9818,25
26967,331
676,268
11903,176
22297,83
5827,65
4806,13
20515,118
9379,328
31349,297
24444,331
28484,183
15108,331
29255,60
17597,343
4823,367
17058,65
19446,25
16433,13
19886,297
2773,402
10304,268
33790,268
2428,367
5535,14
30958,267
7983,25
8423,297
36843,29
29424,404
15272,331
10998,83
13331,336
14451,367
26686,65
36749,367
2687,254
14982,3
13669,331
25909,373
36363,331
16781,322
33162,268
3116,367
3809,331
6426,343
17560,60
35839,331
25682,367
5699,14
10556,88
31163,268
13425,321
4922,322
36515,321
2740,238
8774,123
35293,13
9205,309
25829,13
19700,268
10760,268
17458,133
13041,331
11632,197
6590,343
6282,190
34914,367
23499,408
19788,88
2360,367
24330,336
31075,47
31327,268
15730,404
15329,60
21991,268
23259,197
31949,22
12219,115
1916,326
27394,286
5124,25
36425,404
32063,309
15822,343
8139,83
28892,88
17032,267
20480,207
35850,65
11166,151
21713,300
22833,331
30987,176
18450,113
31674,325
26908,369
4649,297
6094,88
19621,109
6548,66
6742,309
14863,14
17043,25
27215,297
421,367
13700,286
23034,213
35618,65
12275,373
28864,268
19924,268
26622,133
20400,197
12673,419
1841,286
28952,88
11268,404
17529,268
14279,343
624,322
2022,297
15208,25
6462,268
18265,309
8743,331
32229,331
34846,343
36250,133
35341,322
18223,83
10821,65
18852,254
1297,14
20063,403
26439,25
23383,343
14047,343
23670,373
10213,367
34560,107
7043,371
4365,83
6230,268
35049,271
19144,254
19925,65
31439,3
15506,190
4231,268
1369,425
2923,159
1514,25
24604,25
22028,14
18819,90
31854,403
2537,123
9199,331
16334,197
4133,83
30548,367
13141,25
12745,25
6960,90
23443,343
9747,321
10411,301
15760,83
19213,367
3959,88
27825,309
30442,321
35070,343
27387,83
33118,159
1960,88
119,297
19797,14
843,328
24654,88
4687,268
7252,90
11484,112
18731,219
7991,429
28445,367
28841,367
1480,390
13587,88
13191,88
31424,14
3855,88
15142,47
9261,404
21608,343
25637,6
13925,83
17378,367
21022,219
2252,88
4455,268
5915,367
17241,254
16160,151
25546,268
18493,404
28223,331
25311,371
24626,268
30751,271
30462,168
7067,286
29777,65
8679,25
15685,43
31769,25
17677,3
34050,88
22627,268
17085,91
18981,343
34784,83
17858,14
5683,367
17918,65
669,309
273,309
8394,14
13647,88
11164,268
13251,88
25314,268
4505,331
27991,331
35126,197
7664,168
3684,367
36017,176
4843,326
6354,13
6395,14
11648,88
23604,371
29485,14
8447,25
31141,25
34214,88
13455,268
28768,373
11462,83
1099,243
27895,219
24189,243
20598,25
437,309
19678,25
2677,371
1992,268
34022,268
3452,367
13070,53
13906,325
32023,268
16426,404
25364,331
20366,25
4963,404
11620,268
13125,110
7974,343
13901,331
34710,268
35582,197
12684,367
48,325
23913,321
157,268
27669,414
15074,373
28145,343
3857,429
24707,367
26551,429
2776,326
6508,25
9581,88
32671,88
4135,373
29470,25
17266,394
31751,88
9523,83
7742,343
35938,367
15559,14
23489,151
449,268
7543,133
15762,373
16358,404
25236,280
4620,14
12839,254
28059,168
24475,367
15612,25
6276,25
9349,88
27186,14
24610,3
29956,268
3903,373
35704,321
34582,217
13140,367
27763,25
14067,3
26023,286
7408,66
6420,154
217,268
2894,331
31851,268
27045,159
14120,14
14651,404
20784,268
26078,343
35701,373
26513,271
24424,378
36471,25
24955,14
30984,309
1672,373
23986,152
1443,321
17475,113
16019,133
10909,367
14016,14
1445,367
16068,25
1384,91
30016,268
30412,268
267,331
26766,343
12366,168
8689,176
22536,367
25744,66
16074,190
25119,14
18949,268
30752,309
9613,268
11302,419
7620,83
10677,367
31623,13
23120,14
13784,14
15778,47
19823,243
22151,152
29928,47
10291,331
9895,331
27977,88
22302,321
5225,83
7090,268
371,280
13788,133
28711,83
29784,268
26138,343
35474,343
20004,254
18851,83
11449,65
13842,369
34747,14
28181,268
27785,268
35187,286
20746,110
20113,197
1503,321
25811,133
1255,219
20305,367
31196,326
23412,14
22417,429
21336,326
28141,88
35240,297
7382,268
24189,56
25746,88
11029,14
28634,371
3013,133
2617,133
19009,268
34322,373
32704,65
27167,232
11606,25
35092,25
34696,25
5343,88
20604,3
530,286
19971,90
19575,90
8608,321
16486,268
12444,343
31945,198
295,419
8610,367
7576,110
20657,14
5547,268
13769,25
31600,136
32808,14
10554,286
19841,367
25718,268
435,25
5789,151
21009,65
21785,286
23397,25
6187,197
31082,331
33303,343
17076,83
23203,159
29469,367
12504,370
18765,234
33321,168
19262,286
34909,267
29367,90
19260,213
14553,83
18006,367
34434,159
32629,25
3276,88
14943,268
7890,404
3528,309
6145,321
6543,367
12897,422
20770,25
3332,370
23447,88
35510,268
4589,110
8378,343
26613,315
35598,88
30009,65
9307,25
26134,88
20005,343
20688,373
35412,83
26472,83
21463,369
36091,371
12316,268
35802,268
6053,331
5469,280
34882,268
27402,367
9599,25
7023,14
19771,297
30113,14
853,268
17286,404
26620,331
17680,331
27789,254
28570,65
15543,367
27793,373
35570,268
28517,404
8438,343
35174,268
6844,429
19722,4
12440,88
8111,133
621,268
31201,133
23711,268
29005,343
5376,65
25171,367
25567,367
5188,14
36781,13
4467,254
18621,373
17292,168
17748,219
25943,65
27462,367
18995,25
32943,268
18471,25
36016,331
22406,83
30573,133
25859,367
24007,387
25335,367
34557,53
7532,25
873,88
32903,88
5159,373
21876,268
15217,331
17706,343
17310,343
3793,286
5973,297
9729,390
19159,25
21440,88
33391,27
17210,112
26656,280
16764,25
36460,321
21248,268
24948,429
12307,43
26211,14
19645,268
27138,404
27234,112
34904,110
3462,280
35888,280
23876,65
16928,25
7993,369
33301,110
19209,88
651,402
8182,268
4140,343
14883,404
19547,83
3413,14
21442,110
2168,254
25583,14
19809,268
19413,268
3816,404
10077,268
15371,343
26510,404
34627,367
29233,88
3128,3
8078,268
11151,331
24511,404
7950,268
27303,225
1291,331
33321,331
33717,331
36334,343
470,367
35399,65
22768,367
3181,14
20390,371
22002,110
35018,373
36534,404
19577,268
19181,268
21858,331
32056,326
3234,25
2838,25
4010,246
32251,13
29001,88
17578,268
7846,268
10523,331
4260,394
36290,394
12869,65
12473,65
23328,367
8202,88
4933,113
28809,268
31426,280
19473,268
2508,271
29832,366
3968,370
2130,96
3002,25
20547,331
26092,25
32787,373
33907,404
32162,321
24539,112
9866,367
530,367
11710,429
32164,367
22252,234
15199,370
6011,268
22840,404
28973,268
9857,254
247,429
21097,367
12234,25
3736,370
2898,25
26974,268
26578,268
23078,168
15268,133
2131,297
771,25
29799,202
26538,88
17598,88
27710,309
8852,331
8456,331
28869,268
18998,136
30137,197
7239,367
30329,367
9190,326
10742,14
10346,14
18849,13
32381,378
25662,390
26870,268
6457,331
15851,309
17406,268
32370,219
8696,168
33489,25
24595,370
2243,107
15407,268
17308,110
18480,331
3992,309
21256,373
36127,133
14495,159
19013,13
10510,14
12690,25
21630,25
22026,25
25479,309
35933,267
26638,268
2634,113
16390,186
19158,367
8115,14
36458,88
31265,65
16788,232
831,25
3904,88
21741,14
33262,369
18532,90
15175,268
20865,343
17852,331
32004,404
35400,154
20326,65
28641,13
22318,25
21922,25
10802,14
24995,88
16445,243
29141,336
32094,297
15853,331
36266,268
19650,425
4108,268
35742,268
26802,268
66,343
28070,197
28262,367
30973,14
24803,268
12602,154
13870,83
16547,146
18016,331
5163,254
20094,65
34636,293
31026,25
22086,25
21690,25
12944,268
29377,404
18444,219
5464,367
25101,83
18743,286
8631,65
8047,14
1729,370
12904,88
8883,286
13300,88
24967,268
22422,324
27248,331
2747,124
5611,13
6048,14
6488,286
15785,331
9462,343
36198,268
18897,322
5628,367
11109,268
34199,268
2645,197
12375,124
18797,91
30029,343
863,232
25799,367
29094,65
7996,25
31086,25
25017,331
15889,280
34497,83
26866,13
7177,107
16912,378
5396,367
36392,110
17443,14
10877,268
23034,83
35427,367
13455,325
16416,147
6504,14
30320,118
16228,96
17835,245
10837,88
22108,268
6511,404
15024,367
8838,88
13411,403
9176,83
236,83
10645,268
27078,404
15265,429
20851,124
15736,14
36646,3
23270,151
6217,307
26590,91
25757,90
974,197
34413,331
25285,280
5206,219
24256,367
1697,3
26967,14
35186,254
29300,267
35967,65
5929,25
9382,309
31696,88
32092,88
11333,268
11770,269
18427,133
15900,14
10019,371
20757,88
24007,13
23434,151
8938,268
11235,110
17556,25
2547,331
13565,65
934,367
27756,66
11971,151
22862,110
6093,25
18572,83
1175,429
16791,343
11973,197
18290,370
23887,254
32481,371
4721,123
34473,331
29803,83
13669,14
36363,14
64,110
15721,25
20333,268
4736,404
16348,123
12327,321
35417,321
18736,83
258,326
4386,25
4391,369
36421,369
20920,213
841,152
12988,3
2737,404
26952,25
2213,404
10330,367
26758,159
33024,367
34347,3
7267,268
9548,331
18546,309
29437,268
1631,429
29965,387
2498,14
11878,286
4154,25
18746,370
2901,404
5177,123
32790,321
415,286
23125,65
506,404
25117,25
24721,25
15786,369
16223,370
18458,88
7035,268
12329,343
29729,268
10769,13
19821,254
34356,65
33960,65
21073,404
12133,404
27730,268
36348,25
35952,25
20006,7
26769,267
470,343
33579,373
19190,387
19726,367
10786,367
10390,367
23766,219
1923,25
25409,25
32700,404
6803,268
13501,133
18030,176
36591,133
22490,25
286,414
15831,88
30795,39
36834,268
33099,271
34641,25
1215,96
32901,286
25177,25
22601,14
24781,25
22012,373
22556,271
5102,83
10795,429
25459,88
21529,404
28724,321
32024,363
27662,268
19594,197
17018,186
5991,366
2285,390
29122,367
14533,293
20182,367
11319,25
32229,14
31833,14
18228,110
33885,25
12157,343
25623,88
29855,110
4863,43
28145,213
23876,309
32924,404
30186,65
17555,367
30535,219
30394,14
32574,25
21058,14
29277,254
5939,152
34855,88
16393,110
5028,268
33412,343
3035,83
4972,336
6092,367
29182,367
1857,47
4534,110
6867,363
14704,309
8482,373
18542,404
7945,168
15419,254
7260,65
35933,243
26993,243
8856,25
29766,14
2593,88
31946,25
23596,268
15765,110
15720,367
19030,343
19760,219
27330,13
8037,107
18431,14
26650,254
17147,326
24332,309
3086,371
11737,268
35223,268
18110,373
25887,268
18834,404
34827,268
28168,331
13443,396
27347,367
18484,25
6968,14
7317,168
33472,370
14502,151
23888,268
26565,331
19507,123
23364,268
1769,176
13345,238
4102,429
25981,280
5714,168
12431,83
15884,367
15488,367
6548,367
4404,13
33184,88
362,88
12425,268
33522,83
36579,367
30949,343
25099,13
29292,107
28896,107
20929,88
16275,373
32555,267
23656,268
25557,110
25116,367
7313,25
16707,3
3888,254
21133,268
17883,343
28626,404
19823,113
22935,104
25268,357
18945,369
30557,88
21221,88
35474,213
2363,110
34565,402
32760,268
3407,331
23424,268
35041,331
14425,65
16417,25
35775,326
4901,14
12435,151
24498,331
15318,90
10096,83
18086,271
25656,65
36511,367
28044,25
5394,297
15256,343
33052,268
10834,197
28671,123
34953,110
35333,331
35729,331
7592,133
31059,83
2482,367
2086,367
5047,189
12977,326
22748,254
25048,367
32954,110
16185,25
24014,110
20034,309
19638,309
9526,88
16625,297
30335,25
1176,331
30529,268
24266,331
10260,83
22653,367
28336,25
31013,88
25820,65
17317,66
25424,65
16824,133
12407,331
32820,268
20332,124
24506,168
34280,367
22516,254
1752,90
5062,66
15224,404
15953,25
30821,268
1228,90
14700,404
11090,136
21484,43
24598,107
34333,378
35448,65
5014,25
25487,13
19647,371
22035,331
23150,18
35395,404
31429,309
11482,367
32392,356
32428,13
114,254
12409,3
10958,367
16641,25
16245,25
10176,331
30589,268
28596,83
26815,343
30588,43
29275,371
35216,65
5178,25
4782,25
25004,394
19126,268
2013,373
25311,322
32821,65
11646,367
35209,25
24620,404
25349,25
7663,268
14757,133
20827,429
12022,65
31817,367
32213,367
35508,65
2894,14
14850,297
28754,268
28358,268
424,429
32985,65
330,13
2551,25
25641,25
8295,336
9415,367
953,369
2128,107
23642,25
26319,88
6245,371
20345,254
5956,268
26715,88
8237,331
14178,25
21865,404
28126,268
24876,343
24480,343
17193,83
29982,367
20646,367
12580,369
31826,429
32652,13
5916,88
15539,118
32753,65
26086,267
2715,25
34745,25
8785,321
29258,309
20851,18
5730,83
32746,25
15060,268
20977,322
29499,371
7625,110
8797,331
29352,321
3731,83
3354,133
11224,219
26821,83
9895,14
827,14
3007,25
5684,88
35037,25
26687,268
26291,268
35438,369
24049,133
735,425
1008,25
3289,88
27561,243
23855,267
31694,286
7917,110
14828,268
5888,268
5492,268
31261,404
33876,343
10059,14
15312,88
24252,88
3889,268
35919,268
29656,331
1500,83
24986,83
26744,371
33549,133
31150,14
28574,3
22311,66
10112,25
776,25
21290,14
24456,268
34382,107
8463,404
15120,268
16580,367
7640,367
20224,219
1454,88
27906,254
5686,110
21343,25
24416,88
24020,88
26747,268
9097,168
32536,322
7357,429
17123,13
31999,117
10404,25
5216,346
9885,369
27029,331
32970,25
4393,309
13708,186
24224,268
15284,268
17565,331
2532,243
12509,47
24312,88
21507,25
10896,83
35851,268
5940,3
16735,254
24522,83
26855,336
27975,367
19508,25
10172,25
33663,369
8432,286
24805,371
6720,343
26797,331
14212,254
7173,96
28687,14
16512,367
1386,88
21993,268
12657,268
18743,343
2013,186
10664,83
5177,367
3960,403
8385,66
8781,66
3619,110
18060,286
10336,25
25742,321
20112,297
1590,268
33620,268
26961,331
25208,387
7941,25
17335,3
28911,65
25358,331
14850,110
34356,309
11352,83
3198,238
6164,404
7122,107
14281,367
18013,66
28508,25
16992,14
11218,268
22497,309
22872,186
35279,176
23892,13
25908,367
25512,367
8941,297
5336,373
25126,331
10724,83
23909,367
31686,262
14177,367
32121,190
29196,25
26620,14
23323,243
13015,110
22731,331
2712,321
22409,88
34742,321
17684,133
33680,268
16379,322
34020,336
6217,14
16337,96
31681,268
34358,331
19876,154
24201,367
35527,254
4658,286
27013,66
8551,88
28964,25
4134,286
31641,88
4621,404
13179,110
22895,331
16176,343
33922,151
20754,248
25718,219
12738,367
23668,254
13998,378
33788,336
34270,110
17105,25
8755,268
8359,268
23672,373
6117,133
4713,343
29456,83
18179,88
31351,110
23187,331
19986,268
4389,404
13663,280
22663,331
6665,123
1651,65
25137,65
19204,232
35200,367
7096,309
26209,25
249,321
33201,367
33732,3
23737,367
3754,14
6524,268
14017,404
29218,268
2628,168
22371,280
31752,53
1755,14
1815,65
3807,25
18399,370
29574,88
17755,268
11492,331
413,321
29912,83
27179,88
30067,371
6292,268
29382,268
18334,325
2107,65
13440,369
13039,25
4099,25
15716,88
6776,88
33553,14
10270,373
17271,47
18443,268
30060,331
6632,309
17919,268
10439,367
33133,367
24666,25
24270,25
24671,369
18007,88
6980,268
6584,268
9657,331
31575,110
4987,83
12024,168
2810,343
11151,14
33717,14
24777,14
5952,176
11554,404
33128,373
28023,197
32899,321
19671,367
2269,369
1868,25
16957,422
22442,65
8777,110
5193,309
28283,309
1588,385
12042,343
25168,20
27449,83
30178,336
30902,367
9763,326
13495,25
23615,107
4749,268
4353,268
12971,25
183,343
1542,390
389,219
8199,254
29109,243
25316,268
16376,268
15980,268
32809,404
12206,343
19391,326
20151,14
7976,367
13263,25
24880,88
7478,90
34305,133
32901,343
28479,197
25897,371
15748,268
22842,133
6713,408
17604,367
14283,202
6807,43
29214,13
31831,25
3254,309
2858,309
25172,88
29062,373
35531,186
29890,3
7985,429
28439,367
17751,13
27801,110
26061,371
13,66
23383,83
6020,13
7973,45
29943,14
16976,367
28203,275
30383,286
15942,110
31599,25
2246,88
1850,88
22659,25
34276,88
13517,268
18480,14
23337,88
6568,3
32335,66
34608,268
11196,25
36509,110
23589,309
2013,267
2450,268
8078,219
30438,343
7929,96
17664,367
28159,326
29274,13
2538,88
55,268
5215,151
23145,268
25387,403
34964,88
15710,110
19499,343
13681,268
15665,367
14949,197
15269,367
31072,107
13336,233
36770,43
411,88
1187,309
18248,14
30548,107
4984,403
7164,414
2742,268
4643,110
4247,110
14359,331
18688,286
9216,425
4202,367
3806,367
15812,13
33021,370
16689,286
26372,367
12418,309
22872,267
34140,176
20920,83
15037,367
4390,14
703,88
5226,286
17485,378
4935,110
20592,25
29532,25
28503,112
30368,297
2510,268
35412,197
15090,378
16601,65
15150,429
36396,367
18197,25
16853,286
18637,297
115,268
15824,373
16944,404
26562,90
30268,66
25754,331
8438,107
27832,65
471,88
27248,14
32501,88
28084,286
12138,268
14815,331
14419,331
17432,343
26430,321
9749,83
11614,268
13598,367
1003,326
17145,286
35768,367
9615,268
9219,268
35666,90
11896,331
32309,268
16316,404
1151,197
29059,343
2135,367
33769,367
23769,387
27069,429
6783,267
29592,25
18421,426
2511,65
36060,367
30666,88
16077,14
10196,371
25853,286
35187,213
12584,331
12188,331
32611,202
33153,27
32473,268
3120,331
20117,243
33537,367
473,110
6799,369
9867,88
2470,414
12833,254
29266,390
36451,373
21010,268
17364,343
13134,367
1797,321
27514,267
19011,268
1898,373
12352,331
31686,238
28384,123
4077,159
1799,367
338,43
23182,14
26938,107
14302,65
24018,286
28039,88
5007,66
16294,25
30242,268
14645,404
21302,268
18913,83
35286,168
34809,14
33692,254
18095,390
4435,25
10505,321
19779,197
28548,123
444,65
11299,367
25526,25
1181,331
8316,197
12884,168
5074,133
8904,367
30406,268
1956,327
12071,65
32525,3
14063,25
4727,25
4331,25
22428,90
19071,268
28011,268
7742,83
23867,66
3129,369
548,14
1384,286
19262,213
1079,404
2204,25
25294,25
16354,25
25299,369
13585,373
8480,197
14355,25
25972,88
5213,268
28303,268
27779,268
1189,168
9840,65
35323,369
2496,25
5569,88
31909,13
34526,25
123,373
32549,373
20540,429
34103,107
31480,280
30748,331
10132,65
29531,367
17974,355
9944,14
34690,25
17004,268
1011,404
12962,343
25556,159
14568,267
14609,268
17286,331
29693,321
30264,110
20357,321
20458,373
11518,373
1103,343
6017,197
30219,367
28575,336
14965,88
35383,369
12728,297
3146,268
19975,404
20298,91
28913,331
31588,321
22212,168
32459,25
23519,25
20943,14
23276,267
16664,176
20067,343
20125,321
35474,83
19528,65
18077,429
21124,25
31640,107
18223,254
27273,422
35468,268
35192,370
26004,268
15360,186
7481,14
34556,159
12338,88
32751,25
30378,373
29753,321
36162,83
33985,343
28632,65
35242,83
19733,66
875,88
2047,309
24361,88
19944,286
12542,268
6563,90
25137,309
35236,268
5883,331
8500,343
35632,268
1213,83
35634,314
27232,367
30923,65
9429,25
7681,425
35592,88
35196,88
15122,371
11137,226
30520,25
33197,88
23733,88
35796,268
14201,176
28743,404
35400,268
31754,343
27332,197
16010,429
14888,325
7937,14
16156,254
10270,267
17317,286
8069,133
4048,331
33401,268
6329,394
23252,165
16457,367
7594,25
32489,159
24899,90
5945,404
11005,83
10609,83
1669,83
8083,189
22422,88
4598,367
17270,66
25099,151
10079,268
3756,280
24518,371
24229,268
32352,46
34041,197
22236,83
25689,367
29085,117
10959,88
7362,25
28272,14
12766,268
8385,123
5363,25
12369,43
2462,254
17333,14
28453,25
25156,254
13728,90
34146,371
8378,83
21413,396
31468,83
6201,343
33856,43
24525,387
7659,369
17826,297
22394,268
29400,286
20401,83
27498,219
7856,159
18659,271
26565,14
19187,390
5527,25
2753,29
10535,268
19475,268
6154,123
