jid,lid
36302,331
3055,367
231,254
18563,159
24480,213
31626,268
9468,248
4366,343
1353,331
29792,113
36253,65
17436,88
2522,254
3303,65
8100,88
16426,225
34552,254
22840,331
31838,309
12287,367
24394,65
11763,367
34457,367
29063,88
20123,88
8700,268
24355,110
22992,321
32854,367
17945,123
36250,117
3407,14
18376,309
4243,286
13670,404
19535,268
7047,124
33249,115
3593,369
2,151
26550,25
29850,67
33587,110
29667,360
1415,404
6226,133
23385,373
32622,367
15657,370
6073,268
2982,373
15714,123
1760,65
8766,83
21159,367
33790,65
11823,367
3356,25
6429,88
7205,309
18781,371
16888,390
26888,370
983,373
2103,404
30295,309
6371,83
13530,343
9824,367
33310,367
26252,159
9199,315
13327,14
21931,65
9300,367
7454,232
12595,65
9042,331
23923,25
14587,25
35497,14
3026,271
2690,322
28017,113
10083,254
15661,88
11244,286
33498,14
26610,25
5801,88
17864,268
8528,268
20541,331
20442,325
24611,25
33551,25
26892,88
7896,176
12378,373
29095,268
25449,343
34389,343
2794,271
11932,286
30555,367
21615,367
33850,65
13148,25
12752,25
3817,369
12757,369
6489,88
15825,88
26320,47
27096,268
36243,369
29773,331
32297,152
20437,331
34589,404
29583,207
4490,88
32103,286
33319,25
22199,14
21803,14
24379,25
27056,88
15633,268
12867,133
27394,83
7757,367
11797,219
31876,280
10468,14
29289,110
15197,88
27945,371
27260,268
21718,91
9751,373
11267,404
32056,66
18988,367
7620,254
33611,25
22095,14
17430,110
18206,331
33087,25
23951,113
11755,343
7525,367
22544,25
22148,25
13650,370
10632,14
15885,88
13402,268
25997,309
27552,268
19150,321
2469,83
23382,343
28616,367
9417,96
10685,25
1349,25
33775,25
25029,268
24633,268
21383,343
13170,268
4230,268
7191,90
27320,268
2677,355
15748,325
19917,25
4077,403
27563,403
1835,268
25321,268
18268,404
14302,309
24797,268
22555,133
25325,387
16729,197
16333,197
29492,14
31544,25
11907,309
1795,88
34221,88
22798,268
13858,268
13462,268
14334,197
32567,123
2529,83
5982,367
25813,326
3158,254
2005,83
28548,367
4424,110
10745,25
31655,14
33988,267
5072,331
31563,425
35792,176
26549,367
8746,25
15181,254
35748,286
34385,88
5352,321
14311,371
33989,88
13626,268
28543,373
18730,219
31118,159
25144,325
28881,368
11231,268
34717,268
21346,6
2848,371
17476,373
34193,268
35781,367
6918,65
17850,25
6730,14
18290,297
18688,343
4775,286
32282,88
26464,13
32154,88
7947,328
22818,88
34774,371
16689,343
27828,404
3327,197
462,83
219,325
16150,65
23156,83
18142,25
14845,254
31710,47
3133,331
2609,331
5226,343
5909,373
14849,373
19037,123
25699,331
6679,25
8960,88
13588,110
23304,331
32541,325
22293,243
15918,65
27251,369
20983,88
6394,14
25597,404
5518,343
2505,331
19329,123
9351,94
6794,133
21474,325
24774,367
36009,136
32214,88
14134,404
20791,268
23752,90
9615,325
24962,14
10141,371
35877,367
24769,373
20751,88
33103,371
11945,280
32418,268
11609,331
19097,123
33878,367
392,387
6517,390
18356,88
18752,88
33688,243
954,90
30023,268
14426,404
6611,25
23760,331
20559,268
35127,219
21082,43
12680,96
4612,25
8065,309
16714,133
23720,151
11901,331
22406,254
9426,402
23963,286
24783,25
15843,25
13267,14
32216,110
29791,268
23528,331
19011,325
22311,367
34754,14
20753,110
10450,321
21737,280
26878,113
866,219
12065,331
33016,321
36748,20
10848,367
5306,190
17202,422
22895,14
17014,371
6181,390
14087,133
35645,343
32632,331
26309,343
25913,343
30827,197
35249,343
21355,336
10599,13
30917,90
34962,286
21693,331
21297,331
23914,343
24310,343
9970,219
16627,83
20476,367
33456,219
32091,357
2149,25
9582,110
22622,13
35015,297
16493,268
10230,331
12451,343
16876,6
26262,123
14787,113
9013,367
8617,367
9544,3
7059,110
13776,25
36866,25
12127,404
12163,61
21745,90
11381,25
12217,297
31570,254
31174,254
35307,297
18686,110
1917,25
664,404
35705,343
35309,343
3812,52
21412,65
31076,96
23404,25
3278,118
3371,309
11492,14
941,123
31089,331
26023,83
6386,367
24242,343
9553,65
34635,25
32059,14
30311,414
25889,268
5620,83
18409,367
210,25
21469,168
28126,32
33472,297
7515,110
23172,25
25453,88
33672,328
14030,268
5090,268
7707,280
28180,268
7371,331
18161,238
30857,331
18785,65
10194,219
28520,336
29640,367
17045,326
2943,370
14514,88
28082,110
11313,25
8443,321
16717,268
29881,429
2179,159
32404,25
29503,254
14718,268
14322,268
21724,286
29635,373
10548,343
6842,367
15782,367
33140,66
20941,25
18071,321
3255,268
10261,286
5932,331
5536,331
25949,268
26634,371
31639,343
32515,14
35285,268
26289,336
27409,367
27805,367
16325,13
6218,136
30516,14
17945,367
21240,65
142,25
24070,370
2819,88
32172,25
35625,309
14090,268
19780,343
11711,47
12050,267
14333,403
35577,268
11177,113
35053,268
8317,343
17838,96
9770,25
1272,370
24799,371
35141,88
16283,110
17455,331
35875,83
984,88
10607,118
3315,268
27568,373
34949,268
35345,268
25325,13
16486,65
29898,328
3993,331
12215,88
32628,25
792,268
12595,309
26843,90
23486,268
12157,83
16006,367
36668,254
19113,14
36571,321
12023,268
14700,331
1090,83
4147,367
16153,13
21447,88
33510,268
16397,373
36187,331
3365,331
560,268
21785,83
13724,429
25634,367
4919,65
9984,88
21940,371
33074,88
35355,151
14992,331
10718,83
25497,254
3277,110
12993,331
29830,328
10188,268
9792,268
12469,331
34342,367
32881,43
14359,14
16539,25
22578,254
19992,309
262,402
2210,90
30883,268
21815,268
21419,268
19573,133
5472,25
28562,25
34236,321
19420,268
13157,331
35030,367
14651,14
16703,25
14127,14
5715,133
23953,403
31047,268
23612,110
32938,176
23323,7
17041,20
477,367
33185,53
27004,118
27023,168
3248,65
35218,14
5240,25
36145,404
25754,14
19873,371
30611,88
19584,268
13261,280
36017,404
9091,355
30949,83
34402,367
26331,25
23034,254
29691,118
8249,268
14947,133
27354,123
22937,321
7725,268
11553,429
26773,343
245,367
18894,171
22301,110
11175,254
26046,14
1987,152
13219,404
22441,90
19352,268
20940,367
26005,390
29300,88
8702,371
26935,297
28380,88
11090,331
7084,63
9873,367
29114,83
12113,429
36299,66
24936,297
33098,3
26439,66
31009,110
16917,88
26738,133
34957,373
22321,331
8315,83
1121,14
13473,297
33110,13
35331,25
35727,25
23875,65
17249,268
2777,25
19150,110
25867,25
6230,309
4920,154
36169,343
9641,367
778,25
32335,367
20855,13
13188,286
29272,268
31889,280
17857,309
29748,197
11226,168
28748,268
10017,65
14210,159
20872,367
35099,25
23979,14
1725,286
26749,268
17413,268
33846,404
13331,190
3747,88
21980,14
27233,88
22420,286
31465,110
12516,14
27485,309
14849,267
29329,371
29040,268
36134,133
24659,123
10517,14
9400,254
27726,371
34773,390
33651,286
12173,25
35263,25
17577,268
20194,280
32494,373
30345,429
34486,333
19037,367
22332,65
9701,367
3911,88
2070,297
6244,341
21748,14
8921,404
18255,331
30495,373
8919,331
6780,321
30266,321
34683,123
11012,343
14400,232
10762,168
6829,213
16452,243
24606,88
21801,25
12861,25
12465,25
15538,88
4115,268
29710,39
20548,404
32499,343
29486,331
27345,248
32212,286
18060,213
33428,25
606,25
21912,14
24092,25
12325,395
14909,267
15346,268
30263,373
31383,404
2025,123
4017,83
16410,367
7470,367
21697,25
13636,371
12629,25
4883,197
13730,6
36161,370
3487,268
10581,133
27449,197
17081,13
29488,3
28037,367
19570,25
22930,118
3971,88
8890,286
18317,404
24974,268
26820,403
21328,343
30748,14
1972,88
22827,370
28809,65
36211,83
31197,25
24538,88
13115,268
6852,331
18518,286
29256,3
34454,370
10398,25
25427,371
1652,268
24742,268
27023,331
20700,343
6011,65
28442,429
31489,25
28913,14
28973,65
5005,321
13279,268
15500,280
35973,268
9237,343
4466,43
33108,154
26938,408
15398,3
10596,390
33980,83
11569,371
22307,88
1548,268
8642,133
4225,331
16856,29
27711,331
34846,197
1420,268
26494,367
11368,88
29601,14
29265,65
2242,83
8408,87
26357,254
7728,328
36563,110
2774,321
22471,88
22075,88
34138,268
12543,176
33742,268
3568,367
15803,65
17795,25
20472,88
8612,267
31991,370
8331,25
7935,25
24308,110
7739,113
14401,321
18045,173
25292,280
22279,268
20433,133
25117,88
34758,326
3944,65
27430,65
34436,83
7741,159
3319,13
5936,25
29427,369
10944,268
27377,404
696,186
8574,133
36523,280
35494,367
2940,367
23045,151
17959,25
8623,25
20240,88
18399,297
21412,309
31907,268
941,367
15622,3
7905,159
28794,25
217,309
32643,309
7371,225
2586,219
11108,268
20048,268
26072,219
13623,3
27191,25
119,151
15735,65
15482,373
32071,268
1233,367
12809,429
14116,286
3345,429
23799,367
12715,13
9069,88
26906,14
20736,268
20340,268
21212,197
18743,83
26585,373
33522,254
25743,286
28019,5
28368,159
15443,14
9273,268
15971,133
15250,373
34644,331
5103,343
1397,367
9895,22
16020,25
4504,14
18697,88
13108,65
615,331
10582,171
15100,25
3104,343
4907,404
1773,65
4557,25
36587,25
9515,151
24735,65
7090,309
7176,83
8645,268
9041,268
5395,343
11718,331
33591,367
25124,25
31734,43
15788,25
15392,25
12491,254
36302,14
29736,268
383,331
28139,83
31196,367
32223,207
4325,25
3929,25
36355,25
4765,297
21630,90
18273,268
11234,110
1454,96
1930,25
31059,254
24892,25
24496,25
6414,268
29900,268
32577,331
35194,343
27511,83
35689,322
22024,367
33600,429
16234,88
27901,268
11908,404
4093,25
6770,88
16572,83
18437,268
32031,13
16048,83
102,65
451,219
19501,367
10165,367
33651,367
32871,404
18719,331
24660,25
4713,83
153,3
4291,390
24070,159
30732,367
16002,88
36415,25
27669,268
34042,373
33169,219
11331,369
23645,168
31840,14
31900,65
7344,151
9677,404
18235,110
31459,322
18487,331
32243,404
11536,20
7742,197
4877,83
27967,83
20565,65
18784,325
2540,88
22557,25
22953,25
7944,331
29466,110
4743,268
34927,133
1097,343
23791,343
17657,254
7758,326
11094,25
25686,370
32840,286
5479,309
31186,321
15974,268
17958,367
21268,343
29138,429
21065,14
20104,13
6540,110
7712,331
30026,110
10428,322
10042,286
32356,65
26819,232
10862,25
13935,88
34348,25
16216,151
8885,373
10005,404
25206,268
6871,65
26666,367
14030,325
1728,159
319,25
30169,14
33469,56
18257,3
20437,14
22830,318
30176,404
36833,268
77,88
9370,14
3093,371
2408,268
18841,404
3676,197
12767,366
25370,268
27354,367
30810,168
32518,369
31721,25
23767,268
6258,373
14431,268
29348,373
16712,331
12438,83
24769,243
27501,13
27217,254
23855,88
28772,213
14713,331
20258,25
11512,268
25662,268
27122,367
11996,88
573,268
7579,286
31689,113
25756,280
14199,268
16420,280
19493,343
12206,83
14143,336
18995,66
6796,25
27269,13
29886,25
32959,88
26589,254
14481,331
32901,83
26698,197
18819,25
15522,254
7435,133
23827,268
23431,268
27223,18
24303,197
21154,324
24798,176
9765,88
33251,88
24018,213
6960,25
30050,25
29654,25
32727,88
5707,404
5311,404
28005,404
4488,367
20714,402
9969,268
33059,268
18587,25
1901,197
35340,331
6818,322
109,268
3182,331
23595,268
19610,123
26212,280
32535,268
6762,390
4205,429
3809,429
24659,367
13291,254
26610,326
28162,14
7692,297
1183,331
21200,268
21596,268
14161,110
23877,331
35640,219
17512,117
25726,13
10954,232
18879,25
18483,25
1482,371
12414,331
1669,197
33355,387
1861,367
16484,25
32109,402
13587,373
15103,404
20968,268
27054,343
30304,268
35023,408
8094,88
7698,88
14797,297
20050,371
35798,404
27983,25
15195,343
33123,387
1629,367
25984,25
28513,190
34055,367
29344,118
18929,88
7506,268
30992,268
10183,331
3860,343
13879,373
26611,123
33273,331
19663,83
36096,219
20214,371
3137,133
19529,268
2416,373
3140,404
12094,110
30855,155
24880,96
25356,25
16416,25
13840,14
7959,371
19093,88
7670,268
10631,90
19473,309
1011,331
28371,83
31824,367
14417,25
14422,369
22102,331
8406,309
2905,133
12244,404
1311,219
20361,367
11421,367
34511,367
26044,25
28721,88
22747,254
9863,110
29059,83
21428,13
23048,367
28925,268
21872,404
26683,133
31206,331
29401,197
1066,14
670,14
26213,369
25812,25
32135,13
28489,88
35588,297
34996,385
18957,176
13024,343
31358,321
5737,83
9586,367
23813,25
22753,45
26490,88
6416,371
22469,286
5731,268
11916,322
28693,268
28297,268
11184,373
16869,104
4293,113
33260,14
438,14
5691,88
5295,88
10214,286
26694,268
12977,123
13188,343
34850,159
11531,107
34621,107
30529,65
491,25
23581,25
34477,328
5895,268
8176,331
3506,83
36219,113
1725,343
6959,367
20710,96
17850,326
21587,369
30445,367
13615,6
11722,25
14795,88
31280,414
33028,14
34812,25
26462,268
409,373
17126,268
19803,331
30821,65
9646,367
1179,25
29912,254
35490,88
15127,268
5801,202
29815,321
31036,404
34828,154
10230,14
24027,88
12282,25
28655,110
18352,321
7835,14
23019,271
27248,22
18750,367
9887,25
551,25
30360,13
32977,25
26714,88
26318,88
21989,133
16751,367
4987,254
19462,14
21118,25
24191,88
3828,268
6505,331
6109,331
8726,343
26522,268
12081,92
27394,197
21852,20
29139,280
32212,343
27586,367
10575,25
12856,88
31089,14
17866,404
1157,370
30372,373
28754,65
23303,6
997,88
2169,309
24483,88
12664,268
9414,343
24735,309
14031,176
5184,367
949,47
27750,367
8163,14
7767,14
10343,25
24687,268
3878,331
27364,331
29981,343
2661,367
13115,325
16811,367
29642,96
30910,25
1557,88
19394,14
36603,371
12828,268
15505,331
5348,367
4952,367
25898,13
19575,25
16999,14
28573,3
4566,331
22402,32
22462,83
29895,168
29210,65
16579,367
4380,326
5495,13
5536,14
10789,88
6372,286
31355,267
33879,88
23961,110
25133,331
20067,83
34846,254
30039,297
23330,243
5116,367
31484,88
20121,319
19343,25
16767,14
4243,213
10597,268
1657,268
8751,133
25910,373
9683,113
6427,343
2721,367
36704,14
17344,25
6224,14
14443,254
14828,65
26738,3
10557,88
21828,268
11291,83
35919,65
25924,429
5881,25
35294,13
26354,13
31648,88
36658,404
32296,309
8896,83
10365,268
10761,268
31743,325
35311,367
34915,367
25975,367
17508,25
14932,14
8762,268
8366,268
34133,331
12462,429
4530,219
15335,404
32823,176
3597,14
28739,25
3276,373
9881,47
19993,268
31754,83
12117,367
26654,251
15620,14
15224,14
21659,243
7846,390
29417,88
35079,367
19557,88
31224,268
1871,331
462,197
23345,96
33739,3
15277,25
3761,14
25053,297
28903,25
19761,268
25451,343
8432,83
11932,213
11885,367
3418,25
34975,367
35019,63
15916,133
20439,331
11499,331
11103,331
25255,404
24731,404
32976,367
15970,369
11313,326
6943,370
31418,110
17722,88
8386,88
32066,331
3833,425
1926,14
4111,369
6783,88
19955,110
19731,402
4853,225
24299,373
10446,367
14090,219
1110,367
32744,367
10977,3
18410,88
21772,254
9948,90
7370,6
18266,309
25511,343
10822,65
33912,65
21281,367
1694,14
3874,25
15491,88
2530,286
24784,14
10441,373
11561,404
27117,267
33724,14
15829,83
17694,268
15452,133
9818,367
1351,25
24441,25
18178,88
5979,47
6755,268
15258,267
32462,280
4762,83
4366,83
8215,367
13020,251
34949,219
13502,25
30719,243
12978,25
1462,14
3642,25
6715,88
19048,321
36068,25
5727,176
190,343
34419,404
13316,20
15993,83
25134,369
11763,107
16672,371
27410,88
36746,88
15987,268
17888,110
15463,268
4658,83
2877,343
4134,83
30677,367
22606,25
32716,173
18913,254
4087,267
29856,403
27614,268
10501,373
19610,367
34233,25
33837,25
24897,25
27178,88
21445,343
30443,321
7559,197
14400,370
7751,367
1240,328
13038,25
36718,268
33072,343
16738,186
25389,83
9792,219
13716,88
11823,107
32009,65
13530,83
9824,107
17379,367
21359,168
30010,65
20049,13
25343,88
3808,47
13524,268
26991,238
36614,268
19709,322
4456,268
35700,113
9354,343
1773,390
8156,429
28610,367
29006,367
14656,309
31717,14
34487,268
18890,404
4738,331
35073,365
29718,14
31770,25
22434,25
14084,268
13688,268
18982,343
10042,343
36382,268
5620,197
666,190
20831,25
17818,13
20435,25
8919,14
23112,88
1541,390
8979,65
34779,268
10971,25
9171,235
10775,113
15920,65
35515,309
23316,268
22920,268
21860,288
23852,248
5976,367
20599,25
26765,29
34943,268
18950,404
3389,197
28284,331
17205,321
16897,168
3977,367
27067,367
6688,14
20881,88
16464,286
9136,25
23084,268
4749,65
20937,370
14822,331
23044,88
23424,309
11225,268
34315,268
3157,197
23718,32
23382,83
17972,25
6852,14
20649,88
286,268
32316,268
10401,6
24440,367
13356,13
17153,107
36162,254
8314,159
29604,369
27023,14
36065,321
28255,286
33052,309
19007,133
35875,197
13373,367
30277,88
924,151
12787,243
11815,110
15748,65
36598,3
7544,133
54,268
2731,331
33352,197
24604,367
18814,88
2045,3
27711,14
23298,331
33692,238
12745,367
4674,25
32535,325
9286,268
35449,331
2835,280
2439,280
32248,268
34232,367
33836,367
13528,254
19754,309
9246,88
25299,3
20533,47
23926,280
12907,321
22181,197
11289,13
30733,88
21211,110
4442,25
27532,25
27136,25
3189,404
9450,268
26279,404
27338,159
22957,14
21551,151
30937,268
13824,373
16069,25
7571,370
33218,331
18350,88
19522,309
604,280
4360,373
12367,168
18688,83
34584,14
7411,88
8187,309
36764,25
2361,373
18682,268
31149,309
17085,83
11835,280
34164,367
27978,88
28754,309
16118,267
7615,268
30705,268
15245,113
5226,83
4849,133
23858,280
3195,168
11065,254
4502,25
7575,88
34352,14
34880,133
11752,403
18846,268
20747,110
2230,425
15981,154
511,65
2899,25
5180,88
9753,403
16847,268
25465,25
2815,297
5518,83
7383,268
25709,385
30473,268
2614,14
11614,65
28474,268
19010,268
1548,219
615,14
16621,83
4948,88
8737,321
24017,286
9521,403
13365,343
12969,343
31303,321
12841,343
9135,367
28772,83
12242,14
16517,110
5548,268
19648,151
6327,6
33536,343
34940,133
17249,32
32809,14
10555,286
26243,268
28144,110
10250,404
19980,331
28920,331
32616,373
34465,25
36358,6
14914,83
23477,133
19456,331
12737,343
31467,321
20479,429
8507,367
21575,66
3889,309
26203,88
20229,254
14780,268
29169,254
5316,268
19011,65
9042,152
20530,367
14740,88
14344,88
15516,309
32577,14
1075,133
35595,370
20032,90
6767,254
35435,88
21302,65
5498,100
5608,268
22041,404
35645,83
19303,65
11737,390
5890,331
28600,110
25779,268
36610,176
28456,331
2699,232
3569,88
6246,151
22679,287
26853,331
368,25
26457,331
19407,14
19071,65
9547,14
19719,286
23740,88
19414,404
4837,367
8481,219
27927,367
12801,88
13587,243
27007,367
9996,25
26369,110
12277,88
25738,243
16068,367
21553,10
28115,14
942,88
5861,286
12229,47
19175,14
12609,268
29295,96
23904,88
12044,267
1676,83
12481,268
16804,408
8645,219
16840,65
22153,190
19228,25
21905,88
8152,286
23064,47
27197,90
15438,321
24108,268
26389,331
20066,343
15836,367
4752,13
30459,25
1106,88
710,88
21961,370
21713,268
22109,268
12377,268
24196,88
33136,88
3253,336
18363,112
3591,331
2130,7
6354,168
2770,367
22011,83
13224,325
22690,371
5288,373
22005,268
23906,110
25078,331
10986,309
10590,309
33680,309
27505,219
3545,336
4665,367
5534,25
31301,88
21965,88
32856,47
26975,404
19160,25
11414,197
25230,321
9232,113
35092,367
13557,326
15169,65
1108,110
17161,25
10106,88
26159,3
31505,268
22169,268
32169,248
33592,88
30195,113
4472,322
19780,83
3250,14
3310,65
22129,88
10706,268
26019,373
33400,268
31803,83
21784,53
35256,367
23776,13
15273,14
14877,14
17453,25
31401,268
22999,321
14496,322
14160,373
14879,60
2730,136
19944,83
36028,65
25921,188
5594,25
26793,117
26067,13
26504,14
28878,268
19938,268
19542,268
11536,321
2637,322
12062,367
28838,88
8475,268
8079,268
23788,373
1040,110
31169,268
33846,331
32437,197
34182,280
6086,83
33658,280
17027,159
23689,367
22228,43
17503,88
22420,213
2026,326
5362,25
11929,373
35019,373
13443,331
1371,65
21166,367
11830,367
1183,14
6040,88
9113,151
26453,25
23156,254
24333,65
11728,90
35847,3
8928,371
6378,83
7847,268
10920,331
29864,83
4201,343
32145,146
34010,331
23930,25
12810,14
